Country,People using safely managed drinking water services % of population 2017,People using safely managed sanitation services % of population 2017,Access to electricity % of population 2017,Renewable energy consumption % of total final energy consumption 2015_x,Expenditures for R&D % of GDP 2015,Urban population living in slums % of urban population 2014,Ambient PM2.5 air pollution mean annual exposure micrograms per cubic meter 2016,Adjusted net savings % of GNI 2017,Carbon dioxide emissions per capita metric tons 2014_x,Nationally protected terrestrial and marine areas % of total territorial area 2018,"Intentional homicides Combined source estimates per 100,000 people 2015",Internet use Individuals using the Internet % of population 2017,Rural population % of total 2000,Rural population % of total 2018,Rural population growth (annual %)  2018,Land area sq. km thousands 2016,Land use Forest area % of land area 2000,Land use Forest area % of land area 2016,Land use Permanent cropland % of land area 2000,Land use Permanent cropland % of land area 2016,Land use Arable land % of land area 2000,Land use Arable land % of land area 2016,Arable land hectares per person 2000,Arable land hectares per person 2016,Access to electricity % of population 2000,Access to electricity % of population 2016,Access to electricity % of urban population 2016,Access to electricity % of rural population 2016,Access to clean fuels and technologies for cooking % of population 2000,Access to clean fuels and technologies for cooking % of population 2016,Renewable energy consumption % of total final energy consumption 2000,Renewable energy consumption % of total final energy consumption 2015_y,Renewable electricity output % of total electricity output 2000,Renewable electricity output % of total electricity output 2015,Agricultural land % of land area 2000-02,Agricultural land % of land area 2014-16,Agricultural land % irrigated 2014-16,Average annual precipitation millimeters 2014,Land under cereal production hectares thousands 2000-02,Land under cereal production hectares thousands 2014-16,Fertilizer consumption % of fertilizer production 2014-16,Fertilizer consumption kilograms per hectare of arable land 2014-16,Agricultural employment % of total employment 2000-02,Agricultural employment % of total employment 2014-16,Agricultural machinery tractors per 100 sq. km of arable land 2000,Agricultural machinery tractors per 100 sq. km of arable land 2009,Exposure to impact Land area where elevation is below 5 meters % of land area 2010,Exposure to impact Population living in areas where elevation is below 5 meters % of total population 2010,"Exposure to impact Population affected by droughts, floods, and extreme temperatures average annual; % of total population 2009",Exposure to impact Urban land area where elevation is below 5 meters % of urban land area 2010,Exposure to impact Rural population living in areas where elevation is below 5 meters % of rural population 2010,Exposure to impact Rural land area where elevation is below 5 meters % of rural land area 2010,Exposure to impact Urban population living in areas where elevation is below 5 meters % of urban population 2010,"Resilience Disaster risk reduction progress score 1, worst to 5,best 2011",Net energy imports % of energy use 1990,Net energy imports % of energy use 2015,GDP per unit of energy use 2011 PPP $ per kilogram of oil equivalent 1990,GDP per unit of energy use 2011 PPP $ per kilogram of oil equivalent 2015,Carbon dioxide emissions Total thousand metric tons 1990,Carbon dioxide emissions Total thousand metric tons 2014,Carbon dioxide emissions Carbon intensity kilograms per kilograms of oil equivalent energy use 1990,Carbon dioxide emissions Carbon intensity kilograms per kilograms of oil equivalent energy use 2014,Carbon dioxide emissions per capita metric tons 1990,Carbon dioxide emissions per capita metric tons 2014_y,Carbon dioxide emissions kilograms per 2011 PPP $ of GDP 1990,Carbon dioxide emissions kilograms per 2011 PPP $ of GDP 2014,Annual freshwater withdrawals Flows billion cu. m 2014,Annual freshwater withdrawals billion cu. m 2014,Annual freshwater withdrawals % of internal resources 2014,Annual freshwater withdrawals % for agriculture 2015,Annual freshwater withdrawals % for industry 2014,Water productivity % of domestic 2015,People using at least basic drinking water services GDP/water use 2010 $ per cu. m 2015,People using at least basic drinking water services Urban % of urban population 2018,People using at least basic drinking water services Rural % of Rural population 2018,Total greenhouse gas emissions thousand metric tons of carbon dioxide equivalent 2012,Total greenhouse gas emissions % change 1990-2012,Methane emissions thousand metric tons of carbon dioxide equivalent 2012,Methane emissions % change 1990-2012,Methane emissions From energy processes % of total 2008,Methane emissions Agricultural % of total 2008,Nitrous oxide emissions thousand metric tons of carbon dioxide equivalent 2012,Nitrous oxide emissions % change 1990-2012,Nitrous oxide emissions From energy processes % of total 2008,Nitrous oxide emissions Agricultural % of total 2008,Other greenhouse gas emissions thousand metric tons of carbon dioxide equivalent 2012,Other greenhouse gas emissions % change 1990-2012,Health expenditure Current % of GDP 2016,Health expenditure Public % of current 2016,Health expenditure Out of pocket % of current 2016,Health expenditure per capita $ 2016,Health expenditure per capita current PPP $ 2016,External health expenditure (% of current health expenditure)  2016,"Health workers Physicians per 1,000 people 2009-18","Health workers Nurses and midwives per 1,000 people 2009-18","Specialist surgical workforce per 100,000 population 2008-18",Completeness of birth registration % 2009-18,Completeness of death registration % 2008-16,"Incidence of tuberculosis per 100,000 people 2018",output
Gabon,79.07499999999999,68.34255319148937,92.2,82.0,0.8568,37.0,43.7,6.700680272108843,2.8,25.1,7.763095238095239,62.0,21.0,11.0,-1.0,257.7,85.4,90.0,0.7,0.7,1.3,1.3,0.26,0.16,73.6,91.1,97.1,44.4,58.7,79.1,72.8,82.0,61.6,43.7,20.0,20.0,10.086792452830188,480.17894736842106,17.3,28.8,145.89054054054054,26.8,41.8,38.1,207.31297709923663,194.94313725490193,0.3,4.9,1.1714285714285713,0.0,1.3,0.3,3.6,3.2987951807228924,-29.218045112781954,-213.0,15.7,6.2,339.6545454545454,405.780487804878,3.8,1.0,4.7,2.8,0.2,0.2,164.0,0.1,0.1,48.22330097087379,10.0,28.303030303030305,55.86915887850467,89.6,55.1,381.29999999999995,181.6,152.66666666666666,11.9,53.9,3.9,838.0,172.8,2.9,18.1,109.12765957446808,466.1,3.1,64.6,22.5,220.4,555.6,0.9,0.4,2.6,37.93714285714286,89.6,89.30934579439251,525.0,1
"Gambia, The",79.07499999999999,68.34255319148937,56.2,51.5,0.8568,34.8,32.6,6.700680272108843,0.3,1.4,7.763095238095239,19.8,52.0,39.0,1.2,10.1,45.6,48.4,0.5,0.5,27.7,43.5,0.21,0.2,34.3,54.7,75.8,23.3,3.2,3.3,63.1,51.5,0.0,0.0,51.0,60.0,10.086792452830188,836.0,145.0,260.8,145.89054054054054,1.2,31.0,30.0,207.31297709923663,194.94313725490193,16.8,23.5,0.2,0.7,8.4,16.1,15.2,3.2987951807228924,-29.218045112781954,-16.47142857142857,37.9,9.64963503649635,176.0,513.0,2.8,2.135,0.2,0.3,0.1,0.1,3.0,24.320143884892087,48.766666666666666,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,87.5,63.4,381.29999999999995,196.7,152.66666666666666,69.2,19.2,62.1,500.0,50.9,3.9,85.4,109.12765957446808,80.69254658385093,4.4,18.6,23.6,20.9,74.3,43.8,0.1,1.6,1.8,72.0,89.30934579439251,174.0,1
Georgia,80.0,27.2,100.0,28.7,0.3,45.734939759036145,21.8,12.5,2.4,6.4,1.0,59.7,47.0,41.0,-0.9,69.5,39.7,40.6,3.9,1.6,11.4,5.0,0.19,0.09,99.9,100.0,100.0,100.0,41.2,77.8,47.3,28.7,78.9,78.0,43.0,34.0,10.086792452830188,480.17894736842106,355.7,171.5,37.7,170.8,53.8,46.8,216.9,216.9,1.3,2.8,0.8,0.2,1.0,1.1,1.8,2.8,84.0,69.0,3.2,7.8,339.6545454545454,405.780487804878,1.8,2.0,3.1,2.4,0.9,0.3,58.1,1.8,3.1,48.22330097087379,22.0,28.303030303030305,7.0,100.0,96.2,381.29999999999995,-61.7,152.66666666666666,-0.3,39.2,50.0,221.65217391304347,-19.7,3.2,53.7,222.0,8.3,8.4,36.6,55.6,308.0,797.2,2.3,5.1,4.1,130.4,100.0,98.0,80.0,0
Germany,99.8,97.2,100.0,14.2,2.9,45.734939759036145,11.9,14.1,8.9,38.8,0.8,84.4,25.0,23.0,0.1,349.4,32.5,32.7,0.6,0.6,33.8,33.7,0.14,0.14,100.0,100.0,100.0,100.0,100.0,100.0,3.7,14.2,6.2,29.2,49.0,48.0,2.7,700.0,278.22336448598134,260.49223300970874,53.5,197.2,2.5,1.3,838.3,838.3,4.5,4.0,0.0,0.9,1.0,3.6,3.0,4.3,47.0,61.0,7.1,11.5,339.6545454545454,405.780487804878,2.7,2.4,11.6,8.9,0.4,0.2,107.0,33.0,30.8,1.0,19.7984496124031,28.303030303030305,103.0,100.0,100.0,381.29999999999995,-24.2,152.66666666666666,-51.8,26.6,50.2,221.65217391304347,-39.0,11.4,57.5,109.12765957446808,-44.2,11.1,84.7,12.4,262.8720588235294,386.33181818181816,9.116766467065869,4.2,13.2,108.0,100.0,100.0,7.0,0
Ghana,36.4,68.34255319148937,79.0,41.4,0.8568,37.9,36.3,-8.4,0.5,7.8,1.9,39.0,56.0,44.0,0.7,227.5,39.2,41.2,9.4,11.9,17.4,20.7,0.2,0.17,43.7,79.3,89.8,66.6,5.9,21.7,71.6,41.4,91.5,50.9,64.0,69.0,0.2,480.17894736842106,278.22336448598134,260.49223300970874,145.89054054054054,20.9,55.0,34.7,4.9,4.5,0.6,2.6,1.0,0.1,0.8,0.5,1.8,3.3,17.0,-8.0,5.3,11.4,339.6545454545454,405.780487804878,0.7,1.6,0.3,0.5,0.1,0.1,30.3,24.320143884892087,48.766666666666666,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,92.7,67.5,381.29999999999995,265.4,152.66666666666666,166.0,13.5,60.2,221.65217391304347,244.9,2.3,78.3,109.12765957446808,350.5,4.4,38.4,37.8,67.5,189.4,12.8,0.2,1.2,37.93714285714286,70.5,89.30934579439251,148.0,1
Greece,100.0,90.4,100.0,17.2,1.0,45.734939759036145,16.3,-3.1,6.2,11.0,0.8,70.5,27.0,21.0,-1.8,128.9,27.9,31.7,8.6,8.6,21.3,16.6,0.25,0.2,100.0,100.0,100.0,100.0,88.2,94.3,7.5,17.2,7.8,28.7,65.0,48.0,19.7,652.0,278.22336448598134,979.1,115.4,123.0,15.2,12.4,925.9,194.94313725490193,3.1,4.5,0.0,0.8,1.6,2.3,2.9,3.2987951807228924,57.0,64.0,9.8,11.1,339.6545454545454,405.780487804878,3.5,2.9,7.3,6.2,0.4,0.3,58.0,9.6,16.5,88.0,3.0,9.0,35.0,100.0,100.0,381.29999999999995,4.0,152.66666666666666,6.7,22.5,45.2,221.65217391304347,-42.1,14.4,60.9,109.12765957446808,-41.1,8.5,60.7,34.3,262.8720588235294,386.33181818181816,0.3,4.6,3.4,163.5,100.0,100.0,5.0,0
Greenland,96.7,94.8,100.0,15.5,0.8568,45.734939759036145,11.6,6.700680272108843,9.0,22.4,7.1,69.5,18.0,13.0,-2.1,410.5,0.0,0.0,4.659375,4.519587628865979,0.0,0.0,0.01,0.02,100.0,100.0,100.0,100.0,55.68989361702128,64.84840425531915,12.2,15.5,57.4,81.3,1.0,1.0,10.086792452830188,480.17894736842106,278.22336448598134,260.49223300970874,145.89054054054054,141.3229299363057,31.26096256684492,25.916042780748665,207.31297709923663,194.94313725490193,10.1,46.5,1.1714285714285713,0.0,25.7,10.1,20.7,3.2987951807228924,-29.218045112781954,-16.47142857142857,9.469655172413793,9.64963503649635,554.0,506.0,2.3329113924050633,2.135,10.0,9.0,0.32500000000000007,0.2513089005235602,603.0,24.320143884892087,48.766666666666666,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,100.0,100.0,381.29999999999995,71.66397849462365,29.0,21.2,0.0,11.8,231.0,31.7,0.0,0.6,109.12765957446808,80.69254658385093,6.71505376344086,52.91505376344085,32.66182795698925,262.8720588235294,386.33181818181816,9.116766467065869,1.7232804232804235,4.139153439153439,37.93714285714286,84.20245398773007,89.30934579439251,100.0,1
Grenada,87.1,68.34255319148937,94.7,10.9,0.8568,45.734939759036145,22.9,6.700680272108843,2.2,0.2,5.6,59.1,64.0,64.0,0.4,0.3,50.0,50.0,29.4,11.8,2.9,8.8,0.01,0.03,86.0,93.7,92.2,94.5,92.9,96.6,10.5,10.9,0.0,0.0,38.0,24.0,10.086792452830188,480.17894736842106,0.3,0.3,145.89054054054054,141.3229299363057,31.26096256684492,25.916042780748665,120.0,194.94313725490193,1.8,1.9,1.1714285714285713,0.5,1.4,1.4,0.5,3.2987951807228924,-29.218045112781954,-16.47142857142857,16.4,9.64963503649635,106.0,242.0,2.5,2.135,1.1,2.2,0.2,0.2,0.2,0.0,7.1,15.0,0.0,85.0,60.0,94.19885057471264,80.00595238095238,726.2,359.9,37.0,48.2,15.3,21.9,26.0,168.8,10.7,21.0,193.0,50.3,5.2,41.3,57.8,516.4,745.1,0.9,1.4,3.1,12.6,84.20245398773007,100.0,2.0,0
Guam,99.5,68.34255319148937,100.0,0.0,0.8568,45.734939759036145,11.7,6.700680272108843,4.882758620689655,0.1,7.763095238095239,80.5,7.0,5.0,-0.6,0.5,46.3,46.3,18.5,16.7,3.7,1.9,0.01,0.01,100.0,100.0,100.0,100.0,55.68989361702128,64.84840425531915,0.0,0.0,0.0,0.0,37.0,33.0,10.086792452830188,480.17894736842106,0.0,0.0,145.89054054054054,141.3229299363057,0.5,0.3,207.31297709923663,194.94313725490193,1.6,1.2,1.1714285714285713,0.7,0.6,0.9,0.6,3.2987951807228924,-29.218045112781954,-16.47142857142857,9.469655172413793,9.64963503649635,339.6545454545454,405.780487804878,2.3329113924050633,2.135,4.579274611398964,4.905940594059406,0.32500000000000007,0.2513089005235602,96.0655172413793,24.320143884892087,48.766666666666666,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,94.19885057471264,80.00595238095238,85.9,42.7,71.0,53.8,0.1,2.6,2.0,30.3,0.4,84.7,0.0,-100.0,6.71505376344086,52.91505376344085,32.66182795698925,262.8720588235294,386.33181818181816,9.116766467065869,1.7232804232804235,4.139153439153439,37.93714285714286,84.20245398773007,89.30934579439251,49.0,0
Guatemala,56.0,68.34255319148937,93.3,63.7,0.0,34.5,23.8,1.9,1.2,10.1,29.4,65.0,55.0,49.0,1.2,107.2,39.3,32.7,5.3,11.0,13.0,8.0,0.12,0.05,73.3,91.9,96.8,86.9,39.3,45.2,62.7,63.7,51.7,60.4,42.0,36.0,10.086792452830188,480.17894736842106,644.5,923.0,145.89054054054054,303.2,35.5,29.4,207.31297709923663,194.94313725490193,0.4,0.2,1.3,0.0,0.2,0.4,0.0,3.3,23.0,33.0,10.7,8.6,339.6545454545454,405.780487804878,1.2,1.4,0.5,1.2,0.1,0.2,109.2,3.3,3.0,57.0,18.0,25.0,11.0,97.9,90.4,381.29999999999995,111.4,152.66666666666666,43.3,19.4,53.4,221.65217391304347,84.6,7.3,60.5,109.12765957446808,35.9,5.8,37.2,53.3,241.4,462.4,0.9,0.4,0.9,3.4,96.0,92.0,26.0,0
Guinea,79.07499999999999,68.34255319148937,35.4,76.3,0.8568,43.3,24.8,-6.5,0.2,24.8,7.763095238095239,18.0,69.0,64.0,2.3,245.7,28.1,25.8,2.6,2.8,8.7,12.6,0.26,0.26,16.5,33.5,82.2,6.7,1.2,1.2,85.6,76.3,56.0,78.8,56.0,59.0,10.086792452830188,480.17894736842106,278.22336448598134,260.49223300970874,145.89054054054054,1.6,70.4,68.0,25.1,25.1,0.9,6.0,0.2,0.0,1.0,0.9,5.0,3.2987951807228924,-29.218045112781954,-16.47142857142857,9.469655172413793,9.64963503649635,339.6545454545454,405.780487804878,2.3329113924050633,2.135,0.2,0.2,0.1,0.1,226.0,24.320143884892087,48.766666666666666,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,85.5,48.7,381.29999999999995,55.5,152.66666666666666,228.8,4.7,46.1,221.65217391304347,269.6,0.9,59.0,109.12765957446808,1.0,5.5,12.3,49.8,37.5,107.7,27.2,0.1,0.4,37.93714285714286,62.0,89.30934579439251,176.0,1
Guinea-Bissau,79.07499999999999,68.34255319148937,26.0,86.9,0.8568,82.3,29.6,-11.0,0.2,11.6,2.7,3.9,64.0,57.0,1.8,28.1,75.4,69.8,8.8,8.9,10.7,10.7,0.25,0.17,75.34093264248705,23.2,43.2,8.4,1.4,1.5,91.2,86.9,0.0,0.0,57.0,58.0,10.086792452830188,480.17894736842106,141.9,146.3,145.89054054054054,141.3229299363057,70.0,68.5,0.7,194.94313725490193,6.5,15.3,0.5,0.1,12.0,6.4,3.3,1.0,-29.218045112781954,-16.47142857142857,21.3,9.64963503649635,172.0,271.0,2.3,2.135,0.2,0.2,0.1,0.1,16.0,24.320143884892087,48.766666666666666,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,84.1,53.5,381.29999999999995,366.9,152.66666666666666,64.9,3.5,80.1,990.0,87.8,1.7,90.1,109.12765957446808,80.69254658385093,6.1,44.3,35.4,39.1,98.0,20.3,0.2,1.4,37.93714285714286,24.0,89.30934579439251,361.0,1
Guyana,79.07499999999999,68.34255319148937,90.9,25.3,0.8568,33.1,22.4,14.1,2.6,5.3,19.4,37.3,71.0,73.0,0.4,196.9,84.4,83.9,0.1,0.3,2.3,2.1,0.6,0.54,74.5,89.6,96.0,87.3,36.3,74.5,39.5,25.3,0.0,0.0,9.0,9.0,10.086792452830188,480.17894736842106,109.1,153.2,145.89054054054054,44.6,22.2,18.9,207.31297709923663,194.94313725490193,2.4,27.9,7.2,0.2,17.2,2.2,10.7,3.2987951807228924,-29.218045112781954,-16.47142857142857,5.6,9.64963503649635,339.6545454545454,405.780487804878,3.0,2.135,1.5,2.6,0.5,0.4,241.0,1.4,0.6,94.0,1.0,4.0,2.0,100.0,93.9,381.29999999999995,-63.3,152.66666666666666,69.1,5.4,70.2,221.65217391304347,3.1,1.3,82.9,-832.0,-99.9,4.2,58.9,35.1,192.3,332.7,5.9,0.8,1.3,8.8,89.0,81.0,83.0,0
Haiti,79.07499999999999,68.34255319148937,43.8,76.1,0.8568,74.4,15.1,17.6,0.3,0.4,10.0,12.3,64.0,45.0,-0.8,27.6,4.0,3.5,10.9,10.2,32.7,38.8,0.11,0.1,33.7,40.4,76.4,0.0,3.2,4.3,76.0,76.1,51.7,8.0,61.0,67.0,10.086792452830188,480.17894736842106,408.5,514.3,145.89054054054054,141.3229299363057,50.4,49.8,1.6,194.94313725490193,1.6,1.9,0.8,0.1,1.0,1.5,0.8,3.2987951807228924,20.0,22.0,9.3,4.2,994.0,405.780487804878,0.6,0.7,0.1,0.3,0.1,0.2,13.0,1.5,11.1,83.0,4.0,13.0,5.0,84.6,42.6,381.29999999999995,64.9,152.66666666666666,38.7,20.0,50.1,221.65217391304347,64.3,7.9,81.8,482.0,80.69254658385093,5.4,15.3,41.7,37.7,95.4,38.4,0.2,0.7,5.9,84.8,89.30934579439251,176.0,1
Honduras,79.07499999999999,68.34255319148937,86.5,51.5,0.0,27.5,21.1,19.5,1.1,10.9,57.5,31.7,55.0,43.0,0.2,111.9,57.1,40.0,3.2,4.1,9.5,9.1,0.16,0.11,67.4,91.6,99.1,82.1,29.9,53.1,55.1,51.5,61.9,42.3,27.0,29.0,10.086792452830188,480.17894736842106,431.6,423.2,145.89054054054054,164.3,38.8,27.4,48.7,48.7,2.0,0.9,1.3,0.0,0.7,2.0,0.2,3.8,29.0,53.0,6.7,7.0,339.6545454545454,405.780487804878,1.1,1.8,0.5,1.1,0.2,0.3,90.7,24.320143884892087,1.8,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,99.4,88.9,381.29999999999995,49.2,152.66666666666666,47.2,8.5,76.6,221.65217391304347,32.1,3.9,75.7,109.12765957446808,-67.1,8.4,45.9,45.0,199.6,400.3,3.1,0.3,0.9,13.7,93.6,17.0,37.0,0
"Hong Kong SAR, China",100.0,91.8,100.0,0.9,0.8,45.734939759036145,26.96649484536082,6.700680272108843,6.4,48.9,0.3,89.4,0.0,0.0,0.19162561576354678,1.1,32.58980582524272,32.120388349514556,1.0,1.0,4.8,2.9,0.0,0.0,100.0,100.0,100.0,100.0,55.68989361702128,64.84840425531915,0.6,0.9,0.0,0.3,7.0,5.0,10.086792452830188,480.17894736842106,0.0,0.0,145.89054054054054,141.3229299363057,0.3,0.2,207.31297709923663,194.94313725490193,10.1,10.3,0.0,5.6,4.4,4.5,5.9,3.2987951807228924,99.0,99.0,17.9,26.8,339.6545454545454,405.780487804878,3.2,3.2,4.8,6.4,0.2,0.1,96.0655172413793,24.320143884892087,48.766666666666666,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,100.0,80.00595238095238,381.29999999999995,57.4,152.66666666666666,105.4,25.6,0.0,476.0,20.1,41.3,0.0,109.12765957446808,-60.4,6.71505376344086,52.91505376344085,32.66182795698925,262.8720588235294,386.33181818181816,9.116766467065869,1.7232804232804235,4.139153439153439,27.8,84.20245398773007,89.30934579439251,67.0,0
Hungary,89.6,95.7,100.0,15.6,1.4,45.734939759036145,15.9,13.2,4.3,22.6,2.3,76.8,35.0,29.0,-1.2,90.5,21.4,22.9,2.2,1.9,51.4,47.8,0.45,0.44,100.0,100.0,100.0,100.0,100.0,100.0,5.2,15.6,0.7,10.6,65.0,58.0,1.8,589.0,278.22336448598134,260.49223300970874,138.8,128.3,6.1,5.0,246.2,261.8,4.993181818181818,7.268750000000001,0.1,1.018181818181818,3.460227272727273,3.9755681818181823,3.805113636363636,3.2987951807228924,49.0,58.0,5.7,10.4,339.6545454545454,405.780487804878,2.4,1.8,6.7,4.3,0.4,0.2,6.0,5.1,84.2,6.0,79.0,14.0,26.0,100.0,100.0,381.29999999999995,-35.4,152.66666666666666,-29.1,29.0,31.5,221.65217391304347,-59.7,6.7,80.2,109.12765957446808,20.2,7.4,65.9,29.7,942.6,386.33181818181816,0.0,3.2,6.6,55.7,100.0,100.0,6.0,0
Iceland,100.0,81.8,100.0,77.0,2.1,45.734939759036145,6.6,16.6,6.1,2.5,0.9,98.3,8.0,6.0,2.3,100.3,0.3,0.5,4.659375,4.519587628865979,1.3,1.2,0.46,0.36,100.0,100.0,100.0,100.0,100.0,100.0,60.7,77.0,99.9,100.0,19.0,19.0,10.086792452830188,480.17894736842106,278.22336448598134,260.49223300970874,145.89054054054054,181.5,7.4,3.9,699.1,921.9,2.2,7.6,1.1714285714285713,0.0,4.6,2.2,3.0,3.2987951807228924,29.0,12.0,3.4,2.5,339.6545454545454,405.780487804878,0.9,0.3,7.8,6.1,0.3,0.1,170.0,0.3,2.1,0.0,71.0,29.0,56.0,100.0,100.0,381.29999999999995,-74.7,359.0,5.0,0.9,57.0,369.0,-9.7,3.9,85.8,109.12765957446808,-98.6,8.3,81.5,16.9,262.8720588235294,386.33181818181816,0.0,4.0,15.7,101.6,100.0,100.0,3.0,0
India,79.07499999999999,68.34255319148937,92.6,36.0,0.6,24.0,89.7,16.3,1.7,3.5,3.4,34.5,72.0,66.0,0.4,171.07621621621624,22.0,23.8,3.1,4.4,54.1,52.6,0.15,0.12,59.4,89.6,98.5,85.2,22.2,41.0,51.6,36.0,13.6,15.3,61.0,60.0,10.086792452830188,480.17894736842106,278.22336448598134,260.49223300970874,144.7,165.8,58.4,45.1,129.9,129.9,1.5,2.7,4.4,0.1,1.5,1.4,1.1,3.3,8.0,34.0,5.4,8.4,339.6545454545454,405.780487804878,2.0,2.7,0.7,1.7,0.4,0.3,96.0655172413793,647.5,44.8,90.0,2.0,7.0,3.0,96.0,91.0,381.29999999999995,116.4,152.66666666666666,23.9,17.2,62.7,221.65217391304347,41.4,12.3,73.8,109.12765957446808,243.3,3.7,25.4,64.6,62.7,241.5,1.0,0.8,2.1,6.8,79.7,89.30934579439251,199.0,1
Indonesia,79.07499999999999,68.34255319148937,98.1,36.9,0.2,21.8,16.4,12.0,1.8,5.3,0.6,32.3,58.0,45.0,-0.3,171.07621621621624,54.9,49.9,8.6,12.4,11.3,13.0,0.1,0.09,86.3,97.6,100.0,94.9,5.4,58.4,45.6,36.9,16.0,10.7,27.0,31.0,10.086792452830188,480.17894736842106,278.22336448598134,260.49223300970874,130.2,231.4,44.3,31.8,2.0,2.0,2.8,7.4,0.2,0.2,3.6,2.6,3.8,3.3,-71.0,-103.0,8.5,11.3,339.6545454545454,405.780487804878,1.5,2.1,0.8,1.8,0.2,0.2,96.0655172413793,24.320143884892087,48.766666666666666,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,95.5,82.0,381.29999999999995,-33.0,152.66666666666666,5.6,26.7,41.1,221.65217391304347,-7.4,4.0,65.5,109.12765957446808,-99.6,3.1,44.7,37.3,111.6,362.7,0.4,0.4,2.1,37.93714285714286,72.0,89.30934579439251,316.0,1
"Iran, Islamic Rep.",91.8,68.34255319148937,100.0,0.9,0.4,45.734939759036145,38.8,6.700680272108843,8.4,7.7,2.5,64.0,36.0,25.0,-0.6,171.07621621621624,5.7,6.6,0.8,1.1,9.2,9.0,0.23,0.18,97.9,100.0,100.0,100.0,85.7,98.5,0.4,0.9,3.0,5.1,39.0,28.0,16.6,228.0,278.22336448598134,260.49223300970874,47.3,76.3,24.4,18.0,152.8,152.8,0.8,1.3,3.1,0.1,0.5,0.8,0.8,3.2987951807228924,-171.0,-33.0,9.2,5.6,339.6545454545454,405.780487804878,3.0,2.7,3.7,8.4,0.3,0.5,128.5,24.320143884892087,72.5,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,97.4,89.0,381.29999999999995,129.4,152.66666666666666,113.7,68.6,19.0,221.65217391304347,30.5,7.4,80.7,109.12765957446808,83.7,8.1,54.5,38.8,415.4,386.33181818181816,0.0,1.1,1.9,5.0,99.0,89.30934579439251,14.0,0
Iraq,58.8,41.1,100.0,0.8,0.0,47.2,64.0,-7.0,4.9,1.5,9.9,49.4,32.0,30.0,1.7,434.1,1.9,1.9,0.5,0.7,9.4,11.5,0.17,0.14,75.34093264248705,100.0,100.0,100.0,75.0,97.6,0.4,0.8,1.9,3.7,20.0,21.0,10.086792452830188,216.0,278.22336448598134,260.49223300970874,126.4,35.8,23.8,19.2,112.4,112.4,3.2,5.8,0.0,0.3,3.1,2.9,2.7,3.2987951807228924,-451.0,-229.0,10.0,10.5,339.6545454545454,405.780487804878,2.4,3.4,2.7,4.9,0.2,0.3,35.2,24.320143884892087,48.766666666666666,48.22330097087379,19.7984496124031,28.303030303030305,55.86915887850467,98.8,91.1,381.29999999999995,55.7,152.66666666666666,13.7,67.3,15.4,221.65217391304347,5.5,10.3,52.7,109.12765957446808,-85.8,3.3,21.1,78.5,152.6,493.7,0.4,0.8,1.7,7.6,99.0,65.0,42.0,0
Ireland,97.3,82.4,100.0,9.1,1.2,45.734939759036145,8.3,16.0,7.3,4.0,0.7,84.1,41.0,37.0,0.4,68.9,9.2,11.0,0.0,0.0,15.6,6.5,0.28,0.09,100.0,100.0,100.0,100.0,100.0,100.0,2.0,9.1,5.0,28.0,63.0,65.0,10.086792452830188,480.17894736842106,299.5,281.3,145.89054054054054,141.3229299363057,7.0,5.3,207.31297709923663,194.94313725490193,2.1,4.8,0.0,0.4,1.4,1.7,3.4,3.2987951807228924,65.0,86.0,7.9,21.4,339.6545454545454,405.780487804878,3.1,2.7,8.9,7.3,0.4,0.2,49.0,0.8,1.5,48.22330097087379,7.0,83.0,288.0,97.0,98.1,381.29999999999995,-4.8,152.66666666666666,3.2,13.6,78.6,221.65217391304347,-15.1,4.4,90.1,109.12765957446808,-87.7,7.4,72.1,13.0,262.8720588235294,386.33181818181816,0.0,3.1,14.3,72.0,100.0,100.0,7.0,0
